0,1
test_data/images/1409.jpe,e5
test_data/images/1781.jpe,Qxe8+
data2/50569.png,Rd3
data/1155.png,Rd5#
data/1393.png,Kb6#
test_data/images/2058.jpe,Bc6
data2/50030.png,Qg7#
data2/50760.png,Rg4+
data/543.png,Kxb6
test_data/images/1722.jpe,Rd8
test_data/images/1717.jpe,Rb1
data2/50423.png,Bxa5
data/131.png,h4+
data2/50533.png,Qe1#
data/736.png,Nh3#
data2/50951.png,Bxe1
data2/50820.png,Ne5
data/828.png,f7
data/925.png,Rf6#
test_data/images/299.jpe,h3
data2/50933.png,Bc2+
data2/50494.png,Qd8
data2/51002.png,Bg6
data/197.png,d8
data/265.png,f7+
test_data/images/1270.png,Nxd4
data/36.png,f2+
data2/51198.png,Rg4+
data/944.png,Bg8+
data/239.png,Ng6+
data2/50677.png,Kb5+
test_data/images/1838.jpe,Nd5
test_data/images/2284.jpe,Qc2
test_data/images/1964.jpe,Rhd8
data2/50079.png,Qxe3
data/700.png,d6+
test_data/images/1392.jpe,Nbc6
test_data/images/1509.jpe,Bc4
test_data/images/191.png,Bh3
data2/50752.png,Nxd1
data2/50381.png,Qxc3
test_data/images/2268.jpe,bxc4
data2/50464.png,Be3
data2/50489.png,Bf7#
data/894.png,Rb3
data/1478.png,g7
data/578.png,g3#
test_data/images/450.jpe,f4
data/734.png,Nf8
data/247.png,Nh8+
test_data/images/1538.jpe,b8=Q
data/904.png,Bxc8
data/484.png,Qxe4
data2/50095.png,Nf7#
data/235.png,Kd2
data/278.png,Kxc7
test_data/images/2094.jpe,Be6
data/323.png,Ke6
test_data/images/1692.jpe,Qa5
test_data/images/1267.png,d6
data/29.png,Kf4
data/1130.png,Kd2
data2/51423.png,O-O-O
test_data/images/1721.jpe,Na5
data/443.png,Nf2
data2/50695.png,Re3
data2/50183.png,Ng2#
data/1386.png,Qxd4
data/659.png,Ka4+
data2/51321.png,Bg5#
data/702.png,Kxg4
data/312.png,Qxd7
data2/51154.png,Rxg8
data2/50131.png,Qa8+
test_data/images/468.jpe,O-O
data/60.png,Rxg3
data/1011.png,Nb8
data2/50972.png,Nxa6
data/1252.png,Rxb7
data/589.png,Bd8
data2/51190.png,Bxb2
data2/50061.png,g7#
data/504.png,Nc8
data2/51278.png,Rg8
data2/50982.png,Kd1+
data2/50362.png,Kf5
data/1339.png,Bf6+
data/76.png,Ke8#
data2/50857.png,Rg2
data2/51457.png,Qxb3
data2/50979.png,Be2#
data2/50126.png,Kf8#
test_data/images/2073.jpe,Rxd8+
test_data/images/198.png,d4
data/1463.png,Bxf3
data2/51151.png,Ba4
data/72.png,Rb4
test_data/images/1861.jpe,Bxc7
data/1069.png,c5#
data/1219.png,e4
test_data/images/1329.png,b5
data/637.png,Kxf4
data2/51435.png,Bb3+
test_data/images/2088.jpe,Kc8
data/284.png,Qxf8
test_data/images/2019.jpe,e5
test_data/images/1186.jpe,c4
data/1363.png,Rxb2
test_data/images/238.png,Nc3
data2/50102.png,Rb8#
data/99.png,Nxg8
data2/50434.png,Ra5#
data2/50751.png,Bxf3
data/599.png,Rh5
data/617.png,Re6
data/1027.png,Nxe3
test_data/images/2060.jpe,Rg4
data2/50957.png,Bg8
data2/51413.png,Bxb7
data2/50456.png,Qa4#
data2/50172.png,Rf8
data/719.png,Be4+
data2/51034.png,e5#
data/74.png,Rf8
test_data/images/1592.jpe,d6
test_data/images/190.png,f6
data2/51449.png,Bxg8
data/1377.png,Kf5
data2/50855.png,f7+
data2/50809.png,Qc2
test_data/images/2204.jpe,Nf6
data/1282.png,Bf3+
data2/50594.png,Bxf1
data2/51383.png,Qc8
data/314.png,Ke8
data2/50650.png,a2
data/23.png,Kh2
test_data/images/2266.jpe,Bd3
test_data/images/150.png,Qc7
test_data/images/1411.jpe,d6
data2/50797.png,Qf6+
data2/50834.png,Kb3#
data/937.png,Ba3+
data/167.png,Bd2+
data2/51295.png,Rf5+
data2/50207.png,Nxg3
data/1414.png,Ba6
test_data/images/1343.png,b4
test_data/images/1828.jpe,h3
data2/51038.png,h7#
data2/50226.png,Qxd4
data2/51140.png,Rxf4
data2/50736.png,Rb4+
data/626.png,Bh4+
data/82.png,Bxh4
test_data/images/1461.png,O-O-O
data/1308.png,Kd6+
data2/50619.png,Ba4
data/614.png,Rxb4
data/959.png,Rg4#
data2/50134.png,xb6
data2/50274.png,Kg4#
data2/50781.png,xc8
data/14.png,Na8
data2/50825.png,Kh7#
data2/50516.png,f1+
data2/51220.png,Nd1#
data/558.png,Rxa7
data2/51455.png,xf5
data2/51258.png,Kb7+
test_data/images/1760.jpe,d5
data2/50764.png,Re3#
data2/51484.png,Bxf3
data/949.png,Rh4#
data/508.png,Qd6
data2/50648.png,Nxe6
data/442.png,Nxg7
data2/50853.png,Qa3#
test_data/images/2207.jpe,Bb3
test_data/images/1966.jpe,dxc5
data2/50230.png,e2#
data/788.png,Bb2+
data2/50083.png,Qxd6
data2/51290.png,xh3
data2/50925.png,Bb8
data2/51095.png,Qxc7
data/159.png,Rxh2
data2/50336.png,Nh2+
data/429.png,Nd1+
data/1404.png,Ba2+
data/1024.png,Qe3
data/1380.png,f7+
test_data/images/1973.jpe,g3
data2/51416.png,Kb2
test_data/images/1292.png,Bd3
data2/50684.png,Qxe7
data2/51310.png,O-O
test_data/images/1675.jpe,e4
data/49.png,Nf2
data/978.png,Nd4+
test_data/images/1212.jpe,Nxc3
data/3.png,Kg1
data2/51127.png,Qf1
test_data/images/2064.jpe,Bxg4
data2/50898.png,Bb7
data/535.png,Qh7+
test_data/images/2277.jpe,Na4
data/1173.png,xd1
data/450.png,Rg6#
data2/50782.png,Ba1#
data2/50078.png,xh1
data2/51491.png,Rb6+
data2/50430.png,Kc6+
test_data/images/1995.jpe,fxe6
test_data/images/2016.jpe,Nf6
data2/50559.png,Nxb2
data/722.png,Kh5#
data/621.png,Qa1
data2/50445.png,Ne3+
data/318.png,b8
data2/50734.png,xb6
data2/50458.png,Ka8
data/673.png,b6
data/990.png,Ke6#
data2/50016.png,Kb5#
data/1092.png,e8
data2/51025.png,Qd4
data/1227.png,Kb6
data2/50813.png,b4#
data2/51091.png,Qxc4
data2/50142.png,Ne4+
data2/50625.png,Kc6+
data/139.png,Nxc6
data/1014.png,Qe1#
data2/50913.png,O-O-O
data2/50718.png,Rxh2
data/694.png,Ne8+
data2/50422.png,Rf2+
data/1304.png,Rg1+
data/242.png,Bb5
test_data/images/1673.jpe,f3
test_data/images/1669.jpe,b3
test_data/images/1746.jpe,Nc6
data2/50023.png,Nxc5
test_data/images/1439.png,e4
data2/50977.png,Kxc8
data2/50762.png,Rxd6
data/317.png,Kxh8
data/810.png,a4+
test_data/images/139.png,d3
data2/50068.png,Rf6
test_data/images/1510.jpe,dxc4
data/971.png,Bd8
test_data/images/1519.jpe,Qxd8
data/447.png,c8+
test_data/images/2068.jpe,Rf8
data/874.png,Qa2
data/156.png,Kxb6
data/709.png,Rxb7
test_data/images/1487.png,Nc3
data/417.png,c7
data/1211.png,Nh1+
data/416.png,Nxc3
data/1446.png,Nxb6
data/767.png,d7#
test_data/images/2083.jpe,Rg7
data2/50384.png,Qe6#
data/643.png,Rb1#
data/887.png,Qxd4
test_data/images/225.png,Ng4
data2/51094.png,Qa6#
data/730.png,Re2
data2/50247.png,Nd7
data/471.png,b4
data/1084.png,Bxa8
data2/51483.png,xc2
data/854.png,Rxe7
test_data/images/2290.jpe,Nc3
test_data/images/1595.jpe,e4
data/332.png,f6+
data2/50289.png,Bf7
data2/50327.png,Qd4+
data/743.png,Qa5#
test_data/images/1600.jpe,dxc4
data/1325.png,Kh2+
data/770.png,Rg7
data2/51263.png,Be2#
data2/51424.png,Ra5+
data2/50382.png,Bh5+
data/1260.png,Ng2+
data/1349.png,Nb8
data/1415.png,Nh6+
data/515.png,Ka8#
data/135.png,Rxf3
data/1230.png,Kg4+
test_data/images/2199.jpe,Nf3
data2/50261.png,Rg6+
test_data/images/1741.jpe,Qb5
test_data/images/1438.jpe,Qxf8#
test_data/images/1756.jpe,d6
test_data/images/1796.jpe,d5
data2/50345.png,Qa4#
data2/50504.png,d7#
data/1002.png,Nf3+
data/122.png,Kxb3
data/1202.png,g5+
test_data/images/152.png,Bb7
data2/50908.png,Bd8
data/931.png,Qb8+
data/884.png,Rxa1
data/52.png,Kc7
test_data/images/1728.jpe,Rb8
data2/51433.png,Nd4+
data/164.png,Bxa2
data2/50507.png,Nxg2
data2/50893.png,Qh5#
data/684.png,Qa2#
data2/51404.png,f2
data/24.png,Nc2
data/482.png,Nf3
data/1491.png,Be6+
data2/51162.png,Qa7
data/670.png,xd1
data2/50357.png,Kf4+
test_data/images/1304.png,Qxg4
test_data/images/1535.jpe,a6
data2/50829.png,Bg3
test_data/images/1827.jpe,Nbd7
data2/50125.png,Qxh8
data/855.png,Nf1+
data2/50909.png,Qxd4
data/434.png,g1+
data/390.png,a6#
test_data/images/1774.jpe,Kh8
data2/51169.png,Nc2+
data/296.png,Qc2
test_data/images/1514.jpe,Bd6
test_data/images/210.png,a3
data/196.png,f3#
data2/51305.png,Rf2+
data/395.png,Bc4#
data/409.png,Nxf4
data/421.png,Be4+
data2/50805.png,a6+
test_data/images/1954.jpe,Nc5
data/548.png,Re3
data/506.png,Kh5
data/1366.png,Ba6
data2/50563.png,Nxc6
test_data/images/2069.jpe,Rf1
data2/51294.png,Nxb3
test_data/images/204.png,Bg5
data2/50137.png,Nb2+
data2/51114.png,Qxh6
test_data/images/1709.jpe,Ne2
data2/51120.png,Qb5
data2/50549.png,Nb1+
data/926.png,Ba2#
data2/51303.png,Kxc5
data/1114.png,Kh1
data2/50916.png,Qxg3
data2/50311.png,Nf5
test_data/images/1222.jpe,Nc3
data/739.png,Nxh8
data/63.png,Nxd5
data/1296.png,Ne4#
data2/50092.png,e4
test_data/images/1467.png,Bd3
data2/50007.png,g8
data2/51017.png,Qd5#
test_data/images/1436.jpe,Qxe8+
test_data/images/1744.jpe,b5
data/824.png,Nd7
data/1442.png,Nh5+
data2/50452.png,Rb2#
test_data/images/131.png,Nf3
data2/50342.png,Qb1#
data/142.png,xe1
data/775.png,Nb2+
data2/50192.png,Qe3
data/1421.png,c8+
data/237.png,Re1+
data/380.png,a2
data/59.png,xa4
data/245.png,Bb7
test_data/images/1463.png,g4
data2/50974.png,Bd5
data/345.png,b5#
data/1334.png,Rxe6
data/913.png,Rxd3
data/73.png,Qg1#
data2/51354.png,Na4
data2/50285.png,b1#
data/1318.png,Kb8
data/537.png,Kxc5
data/133.png,Qb1+
data/1448.png,Ba7+
data2/51020.png,Kg7+
test_data/images/1665.jpe,c4
test_data/images/2280.jpe,Nxc3
test_data/images/1880.jpe,Nf6
data2/50550.png,Rg3
data/740.png,Ke2
data2/51237.png,e6#
test_data/images/1356.png,Rad1
data2/50474.png,Bxb3
data/1336.png,Kc8#
data2/51062.png,Ne8#
test_data/images/1273.png,a6
data2/50515.png,h5
test_data/images/1256.jpe,Nxe7+
test_data/images/2283.jpe,Qa3
data2/50333.png,a3
data/45.png,Nh7+
test_data/images/1945.jpe,f3
data2/51489.png,Qxe1
data2/50450.png,Nh4#
data/1492.png,Bc6+
data2/50641.png,Bd6+
data/43.png,h3#
data/771.png,Qg4
test_data/images/2233.jpe,fxe4
test_data/images/1833.jpe,b6
data2/51246.png,Qa1
data/860.png,Kb3+
test_data/images/2074.jpe,Kxd8
test_data/images/2278.jpe,Rc1
test_data/images/1588.jpe,Bb7
data/355.png,Bg1#
data2/50111.png,Ka3+
test_data/images/1963.jpe,Na4
data/737.png,Qxc3
data2/50419.png,xe5
test_data/images/1414.jpe,e4
data2/50541.png,Kxe2
data/1042.png,Bh7
data2/50588.png,Rf2
data/871.png,Rf2
data2/50819.png,Nb5#
data/875.png,Re2+
data2/50402.png,Kb8#
data2/51420.png,Re7#
data/1471.png,g7+
test_data/images/1682.jpe,Rb8
data2/50921.png,Kh8+
test_data/images/2221.jpe,Nxd7
test_data/images/1524.jpe,Nd5
test_data/images/1948.jpe,Qf6
data/928.png,Kb4
data/813.png,Kxh6
test_data/images/2254.jpe,c4
data2/51236.png,Bg3+
data/598.png,Bf5+
test_data/images/1465.png,h4
data2/50401.png,b6
data/675.png,Ke8
test_data/images/186.png,Rxb1
data2/50227.png,Bf1+
data2/50529.png,Kf5#
data/1234.png,Bxg2
data/386.png,Re8#
test_data/images/1751.jpe,b8=Q
data/1099.png,xc6
data/1249.png,c5+
data/1306.png,Bc4
data2/51150.png,b3+
data/102.png,Ng8#
data/991.png,Kh3
test_data/images/181.png,Nxd4
data/1319.png,Rxb7
data/834.png,Qa3+
data2/50880.png,Bxe5
test_data/images/1450.png,e6
data2/50380.png,Bb4+
data2/50970.png,Ng8#
data/1246.png,Bf5#
data2/50528.png,xe8
data2/51082.png,Bd8
data/1305.png,b6#
data2/51157.png,Kf7
data/432.png,Ng2#
data/483.png,Qb5
data2/51228.png,Rc2+
test_data/images/1274.png,Bg5
data2/51301.png,Bg5
data/464.png,Ne8#
data/1021.png,Kd5
data2/50400.png,Bxf3
test_data/images/1539.jpe,Bb7
data/339.png,xf1
test_data/images/2005.jpe,Kf3
test_data/images/1294.png,g5
data/914.png,Nh5#
data/1470.png,xg5
data/1450.png,xf4
data/1125.png,Nf5#
data/641.png,e8#
data2/50019.png,xb8
data2/50451.png,Kxa4
data2/50340.png,O-O
data/1030.png,Bxd6
data/1154.png,Qxb3
data/967.png,Nb5#
test_data/images/1527.jpe,Qxe8+
test_data/images/166.png,a4
data2/50010.png,Rh3
test_data/images/1856.jpe,R1xd2
data/1379.png,Bxf6
data/375.png,xf4
data2/50017.png,Qf7+
data/582.png,Rc3
data/680.png,Bxd3
test_data/images/1402.jpe,b6
data2/50188.png,Qa2+
data/1065.png,Bf1#
test_data/images/1217.jpe,Rb7
test_data/images/1705.jpe,g4
test_data/images/1778.jpe,Nd5
data2/50048.png,Rg1#
data2/50283.png,Qd7
data/475.png,Qxg1
data2/50236.png,Nc6
data2/50676.png,Ba4
data/794.png,Nb6#
data/448.png,Re5#
data2/50231.png,Qd3+
data2/51324.png,Kf5+
data/574.png,xc2
data2/51262.png,Kg5
test_data/images/1826.jpe,Qd2
data/1090.png,Qb4#
test_data/images/2002.jpe,a2
data/1091.png,Re4
data2/50926.png,b5#
data/781.png,Nh7
test_data/images/2009.jpe,e4
test_data/images/2035.jpe,f4
data/1212.png,Nxh8
data2/50347.png,g7+
data2/51229.png,Rh7
data2/50200.png,Rxa5
test_data/images/1482.png,Qa4
test_data/images/1346.png,Ng4
data/780.png,Bc5+
test_data/images/1594.jpe,Nxe5
data2/50877.png,Nxc4
data2/50272.png,Kb4#
data/1453.png,xf2
data/600.png,Kf8+
test_data/images/2012.jpe,Nc6
data2/50638.png,d1+
data2/50473.png,Bxc6
data2/51387.png,a1
data/162.png,g7+
data/511.png,Qg8
data2/50209.png,h2#
data2/51203.png,xc2
test_data/images/1731.jpe,Nc6
data/768.png,Re3#
data2/51066.png,Ka3+
data2/50185.png,Kb5+
data/5.png,Kg3+
test_data/images/137.png,O-O
data2/51402.png,Ba6#
data2/51451.png,Bxh1
data2/50850.png,Nxd7
data2/51040.png,Qxf8
data/731.png,Rg4+
data/1264.png,b8+
data/1208.png,Kxh3
data2/50360.png,Kc3
test_data/images/219.png,Bb7
data/973.png,Be4
data/384.png,Ne4+
data2/50174.png,c8#
data/1429.png,Bxg3
data/866.png,Qxg6
test_data/images/1583.jpe,b6
test_data/images/1981.jpe,Rxd3
data/1460.png,xg6
data/1153.png,Qxd3
data2/50984.png,Rxa8
data2/51407.png,Ne6+
test_data/images/144.png,Nc6
data/785.png,Kc7+
data2/51267.png,Kb7+
data/650.png,xg1
data2/50653.png,Bb4+
test_data/images/1264.png,e4
data2/51445.png,Qa3
data2/50171.png,Bh3#
data/255.png,Nc2#
data/1331.png,xf4
data2/50365.png,b1
data2/50769.png,Kxh7
test_data/images/2097.jpe,Rf8
test_data/images/2038.jpe,Bd6
test_data/images/2236.jpe,d4
data/1057.png,Nd3+
test_data/images/1337.png,Rfc8
data2/50186.png,Bb3
data2/51217.png,Rd3#
data2/50725.png,Rf3#
data/806.png,Ka1
data/181.png,Bxa4
data2/51492.png,xb5
test_data/images/1671.jpe,Bb2
test_data/images/1501.jpe,fxe5
data2/50233.png,Nf4#
data/439.png,Ka7#
data/1072.png,Bxf8
data2/51119.png,Qxf3
data/438.png,Qd5+
test_data/images/1820.jpe,Be3
test_data/images/2241.jpe,Nd5
data2/50254.png,Be2+
data2/50258.png,Rc3
test_data/images/183.png,Nxd5
data2/50403.png,Qf5
data2/51486.png,Ka5
test_data/images/474.jpe,Bd2
data/1278.png,Nf6
data/501.png,Qh3#
test_data/images/1226.jpe,g4
data2/50583.png,Ng8
data/1129.png,Rxg6
data2/50097.png,Rxh5
data/560.png,Ba5
test_data/images/2210.jpe,Qd7
data2/51391.png,Nb4
test_data/images/207.png,h6
data/1465.png,Ra8
test_data/images/1587.jpe,b8=Q
data2/50642.png,Qxc4
data/219.png,Bd2+
test_data/images/2291.jpe,Qa3
data2/50025.png,Kd1+
data/792.png,Bxe4
data/924.png,Ng7+
data2/51287.png,Rg3#
test_data/images/1486.png,Qa4
data2/50750.png,Kc8
data/31.png,Qg2
data/596.png,Rxg5
data/1073.png,Bc6#
data2/50667.png,Qxf8
data2/50746.png,Qxd8
data2/51264.png,Ne5+
data2/50383.png,Rxf4
data/111.png,g1+
data2/50324.png,Bxb8
test_data/images/1233.jpe,Rd7
data/744.png,Ba4+
data2/50790.png,Bb3#
data/1207.png,Kxh3
data2/51351.png,Qh3#
test_data/images/1957.jpe,Kc2
test_data/images/1459.png,Qf3
test_data/images/1388.jpe,Ne7
data/485.png,Rxc4
data/545.png,Bf3
data/512.png,h3#
data2/50787.png,e1#
data2/51078.png,Qh4#
test_data/images/1847.jpe,a5
test_data/images/2269.jpe,Nbd7
data/950.png,Qa2+
data/1458.png,Rh6#
data2/50711.png,Qxd2
test_data/images/189.png,e6
data/217.png,Rf2#
data/1196.png,Rf1
data2/50106.png,Qxe8
data/1287.png,Qd5#
test_data/images/1849.jpe,Qe6
data/1139.png,Kb7#
data/1111.png,Qe7
data/988.png,Rf3
data/701.png,Nc2#
data/840.png,h7
data2/50020.png,Kxb5
test_data/images/155.png,N1h2
test_data/images/460.jpe,Bc4
test_data/images/2287.jpe,Qb4
test_data/images/1435.jpe,Re8
data2/50606.png,e1
test_data/images/1497.jpe,b8=Q
data2/51088.png,Qg3
test_data/images/1360.png,Rb1
test_data/images/2067.jpe,Rd1
data/933.png,Qb8
data/604.png,Ne7#
test_data/images/1965.jpe,c5
data2/50439.png,Nxa3
data2/51481.png,Qf1+
test_data/images/1196.jpe,e4
data2/50607.png,Nxa5
data2/51116.png,Nd3
data2/50793.png,Kd6#
data/1353.png,Ne5#
data2/50387.png,Qc2+
data2/50223.png,Qxc4
data/618.png,Bc6
data/630.png,Nd6
data/446.png,Re4+
data2/51115.png,Bxf4
data/1428.png,Bxh6
data/1036.png,Bxf2
test_data/images/2222.jpe,Bxc2
data2/50202.png,Qf1+
data2/50795.png,Nd6+
data/385.png,Qb7+
test_data/images/1839.jpe,Nxd5
test_data/images/1525.jpe,Qxg6
data/1038.png,xa1
data2/51298.png,Kc6+
data/282.png,Rd7#
test_data/images/1543.jpe,d6
test_data/images/1190.jpe,b3
test_data/images/1496.jpe,Ra7
test_data/images/1341.png,h6
data2/51046.png,xd6
data2/50344.png,Rd6+
data2/50779.png,Kh1+
data2/50063.png,Qxc6
data2/50496.png,xe7
data/1228.png,Nh3
data/440.png,c8+
data/275.png,Kxd3
data/1241.png,xd1
test_data/images/1490.jpe,b5
data2/50031.png,Kb2
data2/51281.png,Kxd7
data/544.png,Re7+
test_data/images/2015.jpe,c3
data2/50630.png,Na3#
data2/50475.png,Ne2+
test_data/images/1279.png,Qb6
data/287.png,f3#
data2/50245.png,Bg6
data2/50184.png,Nxe6
data2/50376.png,a8+
data/1433.png,b5+
data2/50312.png,Bxc5
test_data/images/240.png,Na2
data/653.png,f1
test_data/images/1854.jpe,Nd2
test_data/images/1700.jpe,Qa4
data/923.png,Ke3
data/1103.png,e7+
data/1484.png,Bd4#
data/195.png,Rd8+
data/864.png,Qb2+
data2/50389.png,Nb4+
data2/51118.png,f7#
data2/50547.png,Bh5+
data/1361.png,Nc7#
data2/50255.png,Nxa3
data/901.png,Bh2#
test_data/images/1663.jpe,d4
data2/50812.png,Ke7
data2/50920.png,Ra7
test_data/images/1495.jpe,b7
data/1397.png,Bf1#
data2/50526.png,Qc6
data2/51266.png,e4#
data2/50002.png,f6
test_data/images/2206.jpe,d6
data2/51102.png,Bf7
data2/50723.png,Bh8+
data/1327.png,Rb3#
data2/50037.png,Qc7#
data2/51161.png,Qh6#
data2/51155.png,Be3+
test_data/images/1476.png,Qxb4
test_data/images/1434.jpe,Qxg6
data/1270.png,b6+
data2/51128.png,c1
data2/50158.png,Ra7#
data/326.png,Qxd3
test_data/images/1342.png,Ngf3
test_data/images/1816.jpe,d4
data2/50658.png,Rxf1
data/1161.png,Kxa6
test_data/images/2050.jpe,Be7
data2/51410.png,g5
data/979.png,Qb1
data2/50466.png,Na1
test_data/images/1668.jpe,b5
data/841.png,Rxf5
test_data/images/1254.jpe,Qa5
test_data/images/1335.png,Bb7
data2/50673.png,Kxc6
test_data/images/234.png,Qxg4
data2/50449.png,Qh4
data/201.png,Kh7
data2/50251.png,Qf3
data/1064.png,Na5#
data2/50349.png,Qf3
data2/50722.png,Nh1#
test_data/images/2212.jpe,h6
data2/50271.png,Kf6
data/608.png,Kb8+
data/1311.png,Qa2+
data2/51475.png,g5
test_data/images/2077.jpe,Rh7
test_data/images/2090.jpe,Kd7
data2/50530.png,Qa7+
data2/51286.png,Qf3+
data2/50206.png,e5
data2/51370.png,Bb3#
test_data/images/1386.jpe,Bxc3+
data2/50004.png,Rd2+
data/906.png,Rd2+
data2/51330.png,xe7
data/930.png,Bg3#
test_data/images/1286.png,O-O-O
data2/50300.png,d5
data2/51201.png,Nxa6
data2/50791.png,Ng4+
test_data/images/1290.png,h4
data2/51199.png,Be3
data/319.png,Kxg6
data2/50143.png,Ba3+
test_data/images/2209.jpe,Bc2
data/53.png,e6#
data2/50150.png,Nxc3
test_data/images/459.jpe,h6
test_data/images/2104.jpe,Ke7
test_data/images/2252.jpe,d4
test_data/images/1301.png,Qxb4
data/1169.png,Qxd4
data/620.png,Nh3#
data2/50112.png,a2
data/1310.png,Ke4
data/377.png,Ng2
data/837.png,Qa7#
data/1384.png,O-O
data/798.png,d6+
data/1395.png,Bb4
data2/51100.png,Rc8+
data/1222.png,Rf7
test_data/images/1365.png,cxd4
data/1055.png,Kf6#
data2/51087.png,xb4
data/542.png,Nxd4
test_data/images/2043.jpe,Bxe5
data/367.png,xd2
data2/50661.png,Qc3#
data2/50521.png,xd3
data2/50029.png,Qg3+
data/993.png,g6
data2/51419.png,Bd1
test_data/images/1818.jpe,Nc3
data2/50892.png,Nxf5
data2/51415.png,Ng4#
test_data/images/1288.png,g4
data/299.png,Bd4#
data/408.png,Qg2#
data/204.png,Rh7+
data/1100.png,Bh8+
data/593.png,Qa6#
data/609.png,Kh4#
data/1124.png,Qxb7
data2/50766.png,Rf2+
data/1110.png,Rc3+
data/1445.png,Nh8#
data/693.png,c7#
data2/50934.png,Bh8
test_data/images/132.png,Nf6
data2/51389.png,Nb4
data/1291.png,Bxg1
test_data/images/1308.png,Nc3
data/1047.png,Kb3+
data2/50639.png,Kd8+
data/373.png,Bh5
data/460.png,Bxd1
data2/50747.png,Bf8#
data2/51061.png,c3+
